date,TWTR,COTY,PG,MU,ORCL,WMT,SBUX,KEY,GM,NLSN,CVS,V,ABT,CTL,HPE,AAPL,QCOM,KO,NVDA,DAL,T,NFLX,MDT,AAL,CELG,SLB,M,CMCSA,NEM,MDLZ,AXP,APC,CVX,VZ,AMD,FB,PFE,AMAT,BMY,FISV,F,EA,WBA,CNC,HAL,TGT,FE,FCX,SYMC,DIS,INTC,EXC,HES,KMI,BAC,TJX,MS,MO,JPM,BK,CAG,GE,WFC,BA,LOW,XOM,ATVI,BHGE,HBAN,EBAY,MSFT,FITB,DVN,WDC,MRK,RF,SCHW,WU,MPC,COG,C,MRO,CSCO,KHC,HPQ,COP,LUV,PYPL,EOG,news
2018-08-17,32.73,12.22,83.69,47.11,48.36,97.85,53.56,21.59,36.38,26.15,73.68,141.33,64.72,23.48,16.67,217.58,66.06,46.6,244.82,55.65,33.03,316.78,90.6,37.79,90.37,62.83,36.03,35.6,32.06,42.71,103.03,62.05,117.8,54.79,19.77,173.8,42.09,43.77,60.89,79.44,9.55,128.01,69.99,71.86,39.97,83.04,37.3,13.97,19.46,112.48,47.1,44.53,62.35,17.95,30.74,50.18,48.37,61.0,114.77,51.69,37.48,12.3,58.86,346.4,97.98,78.26,69.15,31.01,16.1,34.01,107.58,29.69,40.6,64.63,69.06,19.49,50.9,18.91,77.11,23.6,69.67,19.83,45.87,61.02,24.54,69.77,59.68,85.45,114.77,"{'NFLX': 0, 'AAPL': 0, 'WMT': 0, 'MS': -1, 'NVDA': -1, 'INTC': -1}"
2018-08-20,32.6,12.4,83.64,48.07,48.42,96.0,53.92,21.74,36.77,26.11,74.62,140.94,64.64,23.86,16.72,215.46,66.16,46.73,247.84,57.42,33.11,327.73,90.03,39.99,90.88,63.5,38.21,35.43,31.89,42.82,103.83,62.32,117.75,54.65,19.98,172.5,42.33,43.53,60.32,79.59,9.72,127.71,69.99,71.54,40.4,83.32,37.08,14.12,19.36,111.99,46.5,44.26,62.96,17.91,30.87,50.83,48.29,60.99,114.62,51.94,37.51,12.3,59.03,350.74,98.97,78.81,68.93,32.01,16.11,34.02,106.87,29.83,41.04,64.02,70.17,19.48,51.42,18.97,78.76,23.99,70.53,19.98,46.22,60.64,24.54,70.52,61.63,85.75,114.77,"{'JPM': -1, 'INTC': 0, 'BK': -1}"
2018-08-21,33.69,11.52,83.9,49.94,48.41,96.08,54.0,21.64,36.91,26.03,73.69,140.04,64.75,23.98,15.78,215.04,66.55,46.22,253.32,57.6,33.4,338.02,95.17,40.33,91.2,64.76,38.24,35.74,31.95,42.56,104.81,62.56,117.94,54.91,20.4,172.62,42.16,43.76,60.08,79.44,9.86,126.76,70.25,71.9,40.91,83.27,36.79,14.32,19.55,112.39,47.62,44.09,63.4,17.96,31.02,53.23,48.54,59.93,115.32,52.54,37.52,12.63,58.96,353.77,99.74,78.83,69.66,32.29,16.21,34.53,105.98,30.07,41.85,64.89,69.17,19.54,50.17,18.89,79.01,24.5,71.24,20.21,45.78,59.84,24.49,70.89,61.0,86.22,115.49,"{'MS': 1, 'MSFT': 1, 'XOM': 1}"
2018-08-22,33.81,11.72,83.39,50.24,48.8,95.67,52.82,21.53,36.13,25.96,73.91,141.14,65.67,22.42,15.82,215.05,66.84,45.93,262.82,56.91,32.68,344.44,95.58,39.19,90.64,65.09,37.55,35.48,32.32,42.26,105.83,63.57,118.92,54.14,20.9,173.64,42.07,42.99,60.57,79.66,9.69,127.62,69.64,72.03,41.2,85.94,36.55,14.53,19.7,111.94,47.05,43.93,65.19,18.28,30.98,52.88,48.6,59.32,114.97,52.5,37.22,12.47,59.17,350.03,105.52,79.96,71.43,32.52,16.21,34.7,107.06,29.75,42.71,64.02,69.04,19.53,50.93,18.97,80.21,24.46,71.12,20.87,45.99,59.55,24.49,72.0,60.61,86.95,117.32,"{'MSFT': 0, 'FB': 0, 'TWTR': 0, 'C': 0}"
2018-08-23,33.88,11.64,83.24,49.7,48.96,95.18,52.66,21.34,35.67,26.71,73.64,142.1,65.83,22.81,16.1,215.49,66.86,45.7,266.84,56.94,32.49,339.17,95.61,38.83,89.84,64.65,38.13,35.31,31.66,42.09,105.37,63.09,118.1,54.28,22.29,172.9,42.2,42.79,60.09,79.65,9.63,126.11,69.28,72.18,40.83,86.71,36.78,14.18,19.62,112.0,46.98,43.9,64.55,17.98,30.84,53.73,48.13,59.82,114.73,52.33,36.71,12.54,58.62,347.48,107.15,79.08,71.17,32.31,16.18,34.4,107.56,29.48,42.52,63.35,68.97,19.34,50.17,18.89,81.62,24.25,70.81,20.78,46.02,58.8,24.63,72.05,61.01,87.38,116.4,"{'AAPL': 0, 'XOM': 0, 'MSFT': 0, 'MS': 1, 'JPM': 0}"
2018-08-24,34.28,11.98,83.36,50.7,49.26,94.95,52.75,21.31,35.95,26.47,74.08,144.2,66.1,22.75,16.2,216.16,67.15,45.63,272.22,57.18,32.64,358.82,95.55,38.82,89.93,65.25,36.51,36.5,32.03,42.39,105.76,63.65,119.01,54.78,23.98,174.65,42.4,42.73,59.97,80.03,9.68,128.97,69.21,72.62,40.81,87.31,37.05,14.47,19.76,111.93,47.66,44.03,65.14,17.97,30.89,54.03,48.14,58.78,114.68,52.56,36.85,12.5,58.69,349.38,106.8,79.62,74.09,32.78,16.21,34.53,108.4,29.45,42.66,63.81,69.04,19.26,50.55,18.82,83.82,24.15,70.67,20.61,46.32,59.03,24.15,72.61,60.99,90.1,117.46,"{'FB': 0, 'BK': -1}"
2018-08-27,35.89,12.14,83.44,52.07,49.33,94.54,52.97,21.27,37.69,26.6,74.96,145.4,66.84,22.87,16.45,217.94,67.34,45.69,275.9,57.75,32.83,364.58,95.44,39.52,91.52,64.85,36.28,36.43,32.25,42.49,107.05,64.55,120.35,54.85,25.26,177.46,41.58,43.75,60.01,79.71,9.99,128.97,69.44,72.77,41.01,86.6,36.84,14.73,20.06,112.33,48.35,43.65,66.15,17.97,31.31,53.73,49.89,59.01,116.71,52.98,36.48,12.77,59.1,353.74,106.97,80.4,74.09,33.28,16.27,34.58,109.6,29.74,42.88,64.47,68.99,19.44,51.37,18.84,83.68,23.98,72.39,20.87,46.59,59.57,24.33,72.84,60.91,89.97,118.65,"{'GM': 0, 'PFE': 0, 'FB': 0, 'F': 0}"
2018-08-28,35.49,12.71,83.48,52.34,48.64,96.07,53.05,21.23,37.32,26.72,74.92,145.2,66.79,22.5,16.74,219.7,69.78,45.37,274.38,58.79,32.67,368.49,95.77,40.69,92.43,64.07,36.34,36.35,31.84,42.25,107.28,64.87,119.86,54.65,25.05,176.26,41.5,43.4,60.17,78.44,10.01,127.79,69.28,73.19,40.67,86.7,37.16,14.66,20.26,112.58,48.57,43.4,65.78,17.81,31.27,53.81,50.0,58.45,116.14,52.89,36.33,12.76,59.07,351.21,108.27,80.28,74.0,33.41,16.27,34.74,110.26,29.71,42.51,64.67,68.63,19.47,51.24,18.81,83.91,23.98,72.38,20.7,46.95,58.79,24.49,72.05,61.33,90.61,117.97,"{'MS': 0, 'PG': 0, 'TWTR': -1}"
2018-08-29,35.35,13.0,83.49,51.83,48.89,95.64,53.25,21.16,37.12,26.63,74.45,147.03,67.13,22.34,16.71,222.98,69.2,45.33,278.49,58.52,32.23,368.04,96.59,40.5,94.14,64.49,36.21,36.75,31.74,42.54,106.71,64.99,120.22,54.57,25.2,175.9,41.5,43.1,61.12,79.64,9.97,128.52,68.66,73.44,40.72,87.63,37.47,14.67,20.57,112.45,48.75,43.82,67.21,17.88,31.14,54.27,49.95,58.42,115.76,52.5,36.66,12.97,58.96,350.19,108.68,80.86,74.91,34.0,16.31,34.93,112.02,29.52,42.96,63.39,68.81,19.52,51.33,18.89,83.72,24.12,72.53,21.77,47.48,59.3,25.08,73.54,61.22,92.62,118.78,"{'AAPL': 0, 'MS': 0}"
2018-08-30,35.64,12.74,83.41,52.76,48.38,96.1,53.1,20.98,36.36,26.11,74.53,146.74,67.02,21.68,16.79,225.03,68.14,44.95,277.81,58.44,31.96,370.98,96.81,40.4,94.26,64.34,35.97,36.68,31.05,42.44,106.23,64.45,119.81,54.75,24.89,177.64,41.5,43.14,60.69,79.56,9.7,115.94,67.8,73.35,40.22,87.31,37.38,14.15,20.2,111.92,48.24,43.94,68.17,17.78,31.01,54.26,49.3,58.68,115.19,52.23,36.5,12.77,58.46,346.9,107.88,80.51,74.1,33.98,16.26,34.8,111.95,29.28,43.13,63.28,68.54,19.35,50.56,18.8,83.12,24.15,71.46,21.63,47.15,58.22,24.73,73.56,60.82,92.09,118.91,"{'AAPL': 0, 'NFLX': 0, 'MS': 0}"
2018-08-31,35.18,12.36,82.95,52.52,48.58,95.86,53.45,21.07,36.05,26.0,75.24,146.89,66.84,21.36,16.53,227.63,68.71,44.57,280.68,58.48,31.94,367.68,96.41,40.48,94.45,63.16,36.55,36.99,31.03,42.72,105.98,64.4,118.46,54.37,25.17,175.73,41.52,43.02,60.55,80.07,9.48,113.41,68.56,73.24,39.89,87.5,37.38,14.05,20.16,112.02,48.43,43.71,67.34,17.7,30.93,54.99,48.83,58.52,114.58,52.15,36.75,12.94,58.48,342.79,108.75,80.17,72.1,32.97,16.21,34.61,112.33,29.43,42.93,63.24,68.59,19.46,50.79,18.92,82.29,23.83,71.24,21.51,47.77,58.27,24.65,73.43,61.3,92.33,118.23,"{'AAPL': 0, 'SBUX': 0, 'MS': 0, 'C': 0, 'JPM': 0, 'GE': 0}"
